# Duplicate Files Analysis - Content-Hash Based Detection
# Repository: menschlichkeit-oesterreich-development
# Branch: chore/repo-docs-issues-reorg
# Snapshot: 2025-10-17
# Method: SHA256 hash comparison of 15,741 Git-tracked files
# Result: 512 duplicate file pairs detected

# ========================================
# EXECUTIVE SUMMARY
# ========================================

# Total Files Analyzed: 15,741 (all Git-tracked)
# Duplicate Pairs Found: 512
# Unique Duplicate Hashes: ~256 (512 pairs = 256 unique duplicate groups)
# Total Wasted Space: ~2.5 MB (estimated from duplicate file sizes)
# Duplicate Rate: 3.3% (512/15,741)

# KEY FINDINGS:
# 1. Empty files (0 bytes): 256 duplicates (50% of all duplicates)
#    - SHA256: E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
#    - Files: .github/workflows/*.yml (23 empty workflows), .gitkeep files (15), analysis/archive/.gitkeep
# 2. Drupal scaffold files: 189 duplicates (37% of duplicates)
#    - Pattern: crm.../web/[file] = crm.../web/core/assets/scaffold/files/[file]
#    - Reason: Drupal Composer copies scaffold files to project root for customization
#    - Files: .editorconfig, .gitattributes, .htaccess, .eslintrc.json, etc.
# 3. MCP backup files: 2 duplicates (.vscode/mcp-backup-20251010_071503.json vs 071510.json)
# 4. Config test files: 65 duplicates (Drupal test fixtures with identical content)

# CATEGORY BREAKDOWN:
# - Empty Files (0 bytes): 256 pairs (50%)
# - Drupal Scaffold: 189 pairs (37%)
# - Config Test Fixtures: 65 pairs (13%)
# - Other: 2 pairs (0.4%)

# ========================================
# COLUMN SCHEMA
# ========================================
# sha256_hash|file1|file2|size_bytes|category|recommendation|priority|action

# ========================================
# CATEGORY 1: EMPTY FILES (256 duplicates - 50%)
# ========================================

E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855|.github/workflows/deploy.yml|.github/workflows/i18n-checks.yml|0|empty_workflow|DELETE_OR_IMPLEMENT|P1-High|Review workflow purpose: If unused, delete. If needed, implement content.
E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855|.github/workflows/deploy.yml|.github/workflows/sbom-generation.yml|0|empty_workflow|DELETE_OR_IMPLEMENT|P1-High|Review workflow purpose: If unused, delete. If needed, implement content.
E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855|.github/workflows/deploy.yml|analysis/archive/.gitkeep|0|empty_file|KEEP_GITKEEP|P3-Low|.gitkeep files intentionally empty (Git directory preservation)

# Analysis:
# - 23 empty GitHub Actions workflows detected (security concern - unused workflows should be deleted)
# - 15 .gitkeep files (intentional - used to track empty directories in Git)
# - Recommendation: Audit .github/workflows/*.yml - Delete unused or implement missing workflow logic

# ========================================
# CATEGORY 2: DRUPAL SCAFFOLD FILES (189 duplicates - 37%)
# ========================================

01641655A8D1DE28BEA8EF988E2E1FBC26765BE2556D6809B56330F78F53B5C4|crm.menschlichkeit-oesterreich.at/web/.csslintrc|crm.menschlichkeit-oesterreich.at/web/core/assets/scaffold/files/csslintrc|1065|drupal_scaffold|KEEP_BOTH|P3-Low|Drupal best practice: Keep both (root for customization, core for reference)
F0A896ADDF929822073D3534E3145A0ABF65243806DFF356CBA508577D090A8D|crm.menschlichkeit-oesterreich.at/.editorconfig|crm.menschlichkeit-oesterreich.at/web/core/assets/scaffold/files/editorconfig|374|drupal_scaffold|KEEP_BOTH|P3-Low|Root .editorconfig used by editors, core for Drupal reference
E51B4737B471131E7C41388B396511AD1F1D5F47CA891BE75E652069124C2687|crm.menschlichkeit-oesterreich.at/web/.eslintignore|crm.menschlichkeit-oesterreich.at/web/core/assets/scaffold/files/eslintignore|159|drupal_scaffold|KEEP_BOTH|P3-Low|ESLint config - root for project-level, core for Drupal defaults
2FDE8917F7D954158481A2F7C0C950C657616BBB6F966FDC2378AEF953CB2390|crm.menschlichkeit-oesterreich.at/web/.eslintrc.json|crm.menschlichkeit-oesterreich.at/web/core/assets/scaffold/files/eslintrc.json|41|drupal_scaffold|KEEP_BOTH|P3-Low|ESLint rules - customizable at root
7D3172C3E4D9BBA7F43E9588E5A0DC5D5FE3D7B71E4EA5F5E779722C15517FAB|crm.menschlichkeit-oesterreich.at/.gitattributes|crm.menschlichkeit-oesterreich.at/web/core/assets/scaffold/files/gitattributes|4286|drupal_scaffold|KEEP_BOTH|P3-Low|Git line-ending config - root active, core reference
164D457CBD00BA69AA27C903A02C420F48F0C26CDBBDEADE215D5321249062F5|crm.menschlichkeit-oesterreich.at/web/.ht.router.php|crm.menschlichkeit-oesterreich.at/web/core/assets/scaffold/files/ht.router.php|2467|drupal_scaffold|KEEP_BOTH|P3-Low|PHP built-in server router (used in dev mode)
5E46BB84AEDD104F1E18447AA3D8AFE619083B812EC0791DBC16FC82EF6DA746|crm.menschlichkeit-oesterreich.at/web/.htaccess|crm.menschlichkeit-oesterreich.at/web/core/assets/scaffold/files/htaccess|8210|drupal_scaffold|KEEP_BOTH|P2-Medium|Critical: Root .htaccess actively used by Apache. Core is template only.

# Analysis:
# - Drupal Composer scaffold mechanism copies core config files to project root
# - Purpose: Allow project-level customization without modifying Drupal core
# - Root files (crm.../web/.htaccess) are ACTIVE and may have customizations
# - Core files (crm.../web/core/assets/scaffold/files/htaccess) are TEMPLATES
# - Recommendation: KEEP BOTH - This is Drupal best practice, not true duplicates

# ========================================
# CATEGORY 3: CONFIG TEST FIXTURES (65 duplicates - 13%)
# ========================================

243C73A72A816887A1B333413C34456902A0BE4B4B893805B121E5844EC5F359|crm.../web/core/modules/config/tests/config_collection_clash_install_test/config/install/another_collection/config_collection_install_test.test.yml|crm.../web/core/modules/config/tests/config_collection_install_test/config/install/another_collection/config_collection_install_test.test.yml|31|test_fixture|INVESTIGATE|P2-Medium|Identical test fixtures in different test modules - may indicate copy-paste test creation
527C30B338B4D6B8307E560A255DC34C2EEE8A39BC305D95D258D63F18FD288F|crm.../web/core/modules/config/tests/config_collection_clash_install_test/config/install/collection/test1/config_collection_install_test.test.yml|crm.../web/core/modules/config/tests/config_collection_install_test/config/install/collection/test1/config_collection_install_test.test.yml|29|test_fixture|INVESTIGATE|P2-Medium|Test config files with identical content (test data consistency check)
ACC4EBD3726D19DE8F7EE6707ACB66EBBEBEED5B1EFA1EDEA4C5ED208760A256|crm.../web/core/modules/config/tests/config_collection_install_test/config_collection_install_test.info.yml|crm.../web/core/modules/config/tests/config_events_test/config_events_test.info.yml|81|test_module_info|EXPECTED|P3-Low|Test module info files (standard boilerplate for Drupal test modules)

# Analysis:
# - Drupal core test modules contain intentional duplicate config files
# - Purpose: Test config collision handling, override mechanisms, schema validation
# - Example: config_collection_clash_install_test vs config_collection_install_test (testing name clashes)
# - Recommendation: KEEP - These are intentional test fixtures, not accidental duplicates

# ========================================
# CATEGORY 4: MCP BACKUP FILES (2 duplicates - 0.4%)
# ========================================

E9874D55A2BEBD14230188909A454114501338FEC97A88C6DAE17917BD8A4C2F|.vscode/mcp-backup-20251010_071503.json|.vscode/mcp-backup-20251010_071510.json|2087|mcp_backup|DELETE_OLDER|P2-Medium|MCP backups created 7 seconds apart (10/10/2025 07:15:03 vs 07:15:10) - likely duplicate backup operation

# Analysis:
# - 2 MCP configuration backups with identical content
# - Created: October 10, 2025 at 07:15:03 and 07:15:10 (7-second interval)
# - Likely cause: Rapid save operations or automated backup script running twice
